position	smiles	name
_P5_neg_D1_	COc1cc2c3cc1Oc1cc(ccc1O)C[C@H]1c4cc(c(OC)cc4CCN1C)Oc1cc(ccc1O)C[C@@H]3N(C)CC2	(1S,16S)-25,35-dimethoxy-15,30-dimethyl-8,23-dioxa-15,30-diazaheptacyclo[22.6.2.29,12.13,7.118,22.011,16.027,31]hexatriaconta-3(36),4,6,9(35),10,12(34),18(33),19,21,24,26,31-dodecaene-6,21-diol
_P5_neg_B5_	CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@H](OC(C)=O)[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1	3alpha,12alpha-Dihydroxy-5beta-pregnan-20-one diacetate
_Q4_neg_A8_	COc1ccc(C(=O)C2[C@H]3C4COC(O4)C(=O)[C@H]3[C@@H]3c4ccccc4C=CN23)cc1OC	(1S,2S,13R,14R,16R)-3-[(3,4-dimethoxyphenyl)carbonyl]-17,19-dioxa-4-azapentacy clo[14.2.1.0<2,14>.0<4,13>.0<7,12>]nonadeca-5,7(12),8,10-tetraen-15-one
_Q4_neg_E8_	COc1ccc(C(=O)C2[C@H]3C4COC(O4)C(=O)[C@H]3[C@@H]3c4ccccc4C=CN23)cc1	(1S,2S,13R,14R,16R)-3-[(4-methoxyphenyl)carbonyl]-17,19-dioxa-4-azapentacyclo[14.2.1.0<2,14>.0<4,13>.0<7,12>]nonadeca-5,7(12),8,10-tetraen-15-one
_Q2_neg_C6_	CC1(C)OC2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=CC5(C)[C@@]4(F)C(O)CC3(C)C2(C(=O)CO)O1	(1S,2S,19S,12R)-12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetrame thyl-5,7-dioxapentacyclo[10.8.0.0<2,9>.0<4,8>.0<13,18>]icosa-14,17-dien-16-one
_Q2_neg_F8_	COc1cc(OC)cc([C@@H]2[C@@H](C(C)=O)N3c4ccccc4C=C[C@@H]3C2(C#N)C#N)c1	1-acetyl-2-(3,5-dimethoxyphenyl)-1,2-dihydropyrrolo[1,2-a]quinoline-3,3(3aH)-dicarbonitrile
_Q1_neg_D9_	COc1cc(OC)cc([C@@H]2[C@@H](C(=O)C(C)(C)C)N3c4ccccc4C=C[C@@H]3C2(C#N)C#N)c1	2-(3,5-dimethoxyphenyl)-1-(2,2-dimethylpropanoyl)-1,2-dihydropyrrolo[1,2-a]quinoline-3,3(3aH)-dicarbonitrile
_Q2_neg_E11_	C[C@@H]1C=CC[C@H]2[C@@H]1C(=O)[C@@H]1OC[C@H]2O1	(1S,4R,5aR,6R,9aS)-6-methyl-1,2,5a,6,9,9a-hexahydro-1,4-epoxy-3-benzoxepin-5(4H)-one
_Q4_neg_G6_	C=CC[C@H]1Cc2c(Br)cc(Br)c(Br)c2[C@H](CC=C)N1	(1S,3S)-5,7,8-tribromo-1,3-bis(prop-2-enyl)-1,2,3,4-tetrahydroisoquinoline
_Q4_neg_D11_	CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C	Medrysone
_Q2_neg_A11_	O=C(NCCc1c[nH]c2ccccc12)C1CC1(c1ccccc1)c1ccccc1	(2,2-diphenylcyclopropyl)-N-(2-indol-3-ylethyl)carboxamide
_Q3_neg_D7_	Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CCNC(=O)c1cccc(F)c1F	Benzamide, 2,3-difluoro-N-[2-(2-methyl-5-trifluoromethoxy-1H-indol-3-yl)ethyl]-
_Q1_neg_D7_	Cc1[nH]c2ccc(CN)cc2c1C	(2,3-dimethyl-1H-indol-5-yl)methanamine
_Q4_neg_B12_	Cc1[nH]c2ccccc2c1CCNC(=O)c1ccc(Cl)cc1Cl	2,4-dichloro-N-[2-(2-methyl-1H-indol-3-yl)ethyl]benzamide
_Q4_neg_A7_	COc1ccc(Nc2nc(N3CCN(c4nc(-c5ccc(F)cc5)cs4)CC3)nc3ccccc23)c(OC)c1	N-(2,4-dimethoxyphenyl)-2-{4-[4-(4-fluorophenyl)-1,3-thiazol-2-yl]piperazin-1-yl}quinazolin-4-amine
_Q2_neg_E7_	COc1ccc(Nc2nc(N3CCN(c4nc(-c5ccccc5)cs4)CC3)nc3ccccc23)c(OC)c1	N-(2,4-dimethoxyphenyl)-2-[4-(4-phenyl-1,3-thiazol-2-yl)piperazin-1-yl]quinazolin-4-amine
_Q3_neg_G12_	Cc1[nH]c2ccccc2c1CCNC(=O)c1c(Cl)cccc1Cl	2,6-dichloro-N-[2-(2-methyl-1H-indol-3-yl)ethyl]benzamide
_Q3_neg_C11_	COc1ccc(C(=O)CCNc2ccccc2C(=O)NC2CC2)cc1OC	(2-{[3-(3,4-dimethoxyphenyl)-3-oxopropyl]amino}phenyl)-N-cyclopropylcarboxamid e
_Q1_neg_A6_	CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CC[C@@]21OCOC12COCO2	WFZVFCIUAYURKP-RHFCGKNMSA-N
_Q2_neg_G7_	COc1cc(C(=O)Nc2ccc(-c3ccc([N+](=O)[O-])cc3)cc2)c(Br)c(OC)c1OC	KLEXNRKNWCUVEH-UHFFFAOYSA-N
_Q1_neg_D8_	COc1cc(CNC(=O)c2ccccc2Br)cc(OC)c1OC	CIWPPKOBHCIDCN-UHFFFAOYSA-N
_Q1_neg_H7_	Cc1[nH]c2ccccc2c1CCNC(=O)c1ccccc1Br	VBMHRWYILPGKJD-UHFFFAOYSA-N
_P5_neg_A1_	Cc1[nH]c2ccc(OC(F)(F)F)cc2c1CCNC(=O)c1cccnc1Cl	WBPBZJALVPENLT-UHFFFAOYSA-N
_Q3_neg_F7_	Cc1[nH]c2ccccc2c1CCNC(=O)c1cc(F)c(F)cc1Cl	2-chloro-4,5-difluoro-N-[2-(2-methyl-1H-indol-3-yl)ethyl]benzamide
_Q1_neg_E12_	Cc1[nH]c2ccccc2c1CCNC(=O)c1cc([N+](=O)[O-])ccc1Cl	2-chloro-N-[2-(2-methyl-1H-indol-3-yl)ethyl]-5-nitrobenzamide
_Q3_neg_D12_	COc1ccc2[nH]c(C)c(CCNC(=O)c3cc([N+](=O)[O-])ccc3Cl)c2c1	2-chloro-N-[2-(5-methoxy-2-methyl-1H-indol-3-yl)ethyl]-5-nitrobenzamide
_Q2_neg_C6_	COc1cc(C(=O)OCc2ccccc2Cl)cc(OC)c1OC	(2-Chlorophenyl)methyl 3,4,5-trimethoxybenzoate
_P5_neg_G4_	COc1cc(/C=C/C(=O)c2cn(C)nc2C)cc(OC)c1OC	(2E)-1-(1,3-dimethylpyrazol-4-yl)-3-(3,4,5-trimethoxyphenyl)prop-2-en-1-one
_Q2_neg_D8_	Cn1c2ccccc2c2cc(/C=C/C(=O)c3ccc4ccccc4c3O)ccc21	(2E)-1-(1-hydroxynaphthalen-2-yl)-3-(9-methyl-9H-carbazol-3-yl)prop-2-en-1-one
_P5_neg_C2_	O=C(/C=C/c1ccccc1O)c1ccc(O)cc1O	2,2',4'-Trihydroxychalcone
_Q3_neg_B12_	COc1ccccc1/C=C/C(=O)c1ccc(O)cc1O	(E)-1-(2,4-dihydroxyphenyl)-3-(2-methoxyphenyl)-2-propen-1-one (4)
_Q2_neg_A11_	O=C(/C=C/c1ccc(O)cc1)c1ccc(O)cc1O	Isoliquiritigenin
_P5_neg_A3_	O=C(/C=C/c1ccccc1)c1ccc(O)cc1O	2',4'-Dihydroxychalcone
_P5_neg_A4_	O=C(/C=C/c1ccccc1O)c1cc(O)ccc1O	2,2',5'-Trihydroxychalcone
_P5_neg_B1_	O=C(/C=C/c1ccc(O)cc1)c1cc(O)ccc1O	2',4,5'-Trihydroxychalcone
_P5_neg_C3_	O=C(/C=C/c1ccccc1)c1cc(O)ccc1O	(E)-1-(2,5-dihydroxyphenyl)-3-phenylprop-2-en-1-one
_Q1_neg_B12_	O=C(/C=C/c1ccc2c(c1)OCO2)c1ccc2c(c1)OCCO2	(2E)-3-(1,3-benzodioxol-5-yl)-1-(2,3-dihydro-1,4-benzodioxin-6-yl)prop-2-en-1-one
_Q4_neg_D8_	COc1ccc(/C=C/C(=O)c2ccc3c(c2)OCCO3)cc1COc1ccccc1	(2E)-1-(2H,3H-benzo[3,4-e]1,4-dioxin-6-yl)-3-[4-methoxy-3-(phenoxymethyl)pheny l]prop-2-en-1-one
_Q4_neg_D11_	COc1cccc(/C=C/C(=O)c2ccc3c(c2)OCO3)c1OC	(2E)-1-(1,3-benzodioxol-5-yl)-3-(2,3-dimethoxyphenyl)prop-2-en-1-one
_Q2_neg_H11_	COc1ccc(OC)c(/C=C/C(=O)c2ccc3c(c2)OCO3)c1	(2E)-1-(1,3-benzodioxol-5-yl)-3-(2,5-dimethoxyphenyl)prop-2-en-1-one
_Q4_neg_G11_	COc1ccccc1/C=C/C(=O)c1ccc2c(c1)OCO2	(2E)-1-(1,3-benzodioxol-5-yl)-3-(2-methoxyphenyl)prop-2-en-1-one
_Q2_neg_F7_	O=C(/C=C/c1cccs1)c1ccc2c(c1)OCO2	(E)-1-(1,3-benzodioxol-5-yl)-3-(2-thienyl)prop-2-en-1-one
_Q2_neg_D11_	COc1ccc(/C=C/C(=O)c2ccc3c(c2)OCO3)cc1OC	(2E)-1-(1,3-benzodioxol-5-yl)-3-(3,4-dimethoxyphenyl)prop-2-en-1-one
_P5_neg_D4_	Cc1nn(-c2ccccc2)c(C)c1/C=C/C(=O)c1ccc2c(c1)OCO2	(E)-1-(1,3-Benzodioxol-5-YL)-3-(3,5-dimethyl-1-phenyl-1H-pyrazol-4-YL)-2-propen-1-one
_Q1_neg_D11_	COc1cccc(/C=C/C(=O)c2ccc3c(c2)OCO3)c1	(E)-1-(1,3-benzodioxol-5-yl)-3-(3-methoxyphenyl)prop-2-en-1-one
_Q2_neg_H11_	O=C(/C=C/c1cccc([N+](=O)[O-])c1)c1ccc2c(c1)OCO2	(E)-1-(1,3-benzodioxol-5-yl)-3-(3-nitrophenyl)prop-2-en-1-one
_P5_neg_F3_	Cc1ccc(/C=C/C(=O)c2ccc3c(c2)OCO3)s1	(2E)-1-(1,3-benzodioxol-5-yl)-3-(5-methylthiophen-2-yl)prop-2-en-1-one
_Q3_neg_A11_	COc1ccc(C(=O)/C=C/c2ccccc2)c(O)c1	2'-Hydroxy-4'-Methoxychalcone
_P5_neg_G2_	Cc1ccc(O)c(C(=O)/C=C/c2ccccc2)c1	2'-Hydroxy-5'-methylchalcone
_P5_neg_D4_	O=C(/C=C/c1cccc(O)c1)c1ccccc1O	2',3-Dihydroxychalcone
_P5_neg_A2_	CCCCOc1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc1OCCCC	(2E)-1-(3,4-dibutoxyphenyl)-3-(2,4-dichlorophenyl)prop-2-en-1-one
_Q3_neg_E12_	COc1ccc(/C=C/C(=O)c2ccc(O)cc2C)cc1	AJFTWGKYXHISKT-BJMVGYQFSA-N
_P5_neg_C4_	O=C(/C=C/c1ccccc1)c1ccc(O)cc1	4'-Hydroxychalcone
_Q4_neg_G12_	O=C(/C=C/c1ccccc1O)c1ccccc1O	2,2'-Dihydroxychalcone
_Q2_neg_H8_	COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1	(2E)-1-[1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-carbolin-2-yl)]-3-(3,4,5-tr imethoxyphenyl)prop-2-en-1-one
_Q1_neg_C9_	COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)/C=C/c2ccccc2)cc1	(2E)-1-[1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-carbolin-2-yl)]-3-phenylpro p-2-en-1-one
_Q3_neg_C9_	COc1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc(C(C)C)cc2)c(OC)c1	(2E)-1-[1-(2,4-dimethoxyphenyl)-4a-hydroxyoctahydroisoquinolin-2(1H)-yl]-3-[4-(propan-2-yl)phenyl]prop-2-en-1-one
_Q2_neg_E8_	CCOc1ccccc1C1C2CCCCC2(O)CCN1C(=O)/C=C/c1ccc(OC)cc1	(2E)-1-[2-(2-ethoxyphenyl)-6-hydroxy-3-azabicyclo[4.4.0]dec-3-yl]-3-(4-methoxy phenyl)prop-2-en-1-one
_Q4_neg_A9_	CC(C)c1ccc(/C=C/C(=O)N2CCC3(O)CCCCC3C2c2ccc(F)cc2)cc1	C27H32Fno2
_Q2_neg_F9_	CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc1	(2E)-1-{1-[4-(diethylamino)phenyl]-4a-hydroxyoctahydroisoquinolin-2(1H)-yl}-3-(3,4,5-trimethoxyphenyl)prop-2-en-1-one
_Q2_neg_A8_	CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1	JUVWKLNEQWVVNU-GZTJUZNOSA-N
_Q4_neg_E9_	CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc(OC)cc2)cc1	(2E)-1-{1-[4-(diethylamino)phenyl]-4a-hydroxyoctahydroisoquinolin-2(1H)-yl}-3-(4-methoxyphenyl)prop-2-en-1-one
_Q1_neg_A10_	CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc(C(C)C)cc2)cc1	VUKJILLDBZDVEJ-XDHOZWIPSA-N
_Q1_neg_C9_	COc1ccc(/C=C/C(=O)C2CC2)cc1COc1ccc([N+](=O)[O-])cc1	(2E)-1-cyclopropyl-3-{4-methoxy-3-[(4-nitrophenoxy)methyl]phenyl}prop-2-en-1-one
_Q3_neg_C12_	O=C(/C=C/c1ccc([N+](=O)[O-])cc1)c1cccc2ccccc12	QKIMIKVYSGPLAG-JLHYYAGUSA-N
_Q2_neg_H5_	CC(=O)N/C(=C/c1ccccc1)C(=O)NCc1ccco1	XHRZBKIFQAMKNF-XNTDXEJSSA-N
_Q2_neg_F11_	O=C(O)/C(=C/c1ccccc1)c1ccccc1	BIDDLDNGQCUOJQ-SDNWHVSQSA-N
_Q3_neg_B8_	N#C/C(=C\c1ccc(N2CCOCC2)o1)C(=O)NCCc1c[nH]c2ccccc12	(2E)-2-cyano-N-[2-(1H-indol-3-yl)ethyl]-3-[5-(morpholin-4-yl)furan-2-yl]prop-2-enamide
_Q3_neg_D11_	C/C(=C\c1ccccc1)C(=O)O	alpha-Methylcinnamic acid
_Q1_neg_G9_	CCn1cc(/C=C/C(=O)c2ccc(O)cc2)c(C)n1	(E)-3-(1-ethyl-3-methylpyrazol-4-yl)-1-(4-hydroxyphenyl)prop-2-en-1-one
_Q1_neg_A6_	O=C(/C=C/c1ccc(Cl)cc1Cl)c1ccc(Br)cc1	(2E)-1-(4-bromophenyl)-3-(2,4-dichlorophenyl)prop-2-en-1-one
_Q4_neg_E5_	Cc1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc1	3-(2,4-Dichlorophenyl)-1-(4-methylphenyl)prop-2-en-1-one
_Q3_neg_D6_	CC(C)(C)c1ccc(C(=O)/C=C/c2ccc(Cl)cc2Cl)cc1	(2E)-3-(2,4-dichlorophenyl)-1-[4-(tert-butyl)phenyl]prop-2-en-1-one
_Q1_neg_E6_	O=C(/C=C/c1ccc(Cl)cc1Cl)c1cccc2ccccc12	(2E)-3-(2,4-dichlorophenyl)-1-naphthylprop-2-en-1-one
_Q1_neg_G9_	O=C(/C=C/c1c(Cl)cccc1Cl)c1ccc2ccccc2c1O	(2E)-3-(2,6-dichlorophenyl)-1-(1-hydroxy(2-naphthyl))prop-2-en-1-one
_Q2_neg_F9_	O=C(O)/C=C/c1c(Cl)cccc1Cl	OIPVGRCXMFBNAN-SNAWJCMRSA-N
_Q3_neg_C8_	O=C(O)/C=C/c1cc([N+](=O)[O-])ccc1Cl	2-Chloro-5-nitrocinnamic Acid
_Q1_neg_E11_	COc1cc(OC)c(C(=O)/C=C/c2ccccc2Cl)c(OC)c1	2-Chloro-2',4',6'-trimethoxychalcone
_Q2_neg_H12_	N#Cc1ccccc1/C=C/C(=O)O	2-Cyanocinnamic acid
_P5_neg_A2_	COc1cc(O)c(C(=O)/C=C/c2ccco2)c(OC)c1	(2E)-3-(2-furyl)-1-(2-hydroxy-4,6-dimethoxyphenyl)prop-2-en-1-one
_Q1_neg_D10_	CCOc1ccccc1C1C2CCCCC2(O)CCN1C(=O)/C=C/c1ccc2c(c1)OCO2	(2E)-3-(1,3-benzodioxol-5-yl)-1-[1-(2-ethoxyphenyl)-4a-hydroxyoctahydroisoquinolin-2(1H)-yl]prop-2-en-1-one
_Q3_neg_F8_	CCN(CC)c1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc3c(c2)OCO3)cc1	(2E)-3-(1,3-benzodioxol-5-yl)-1-{1-[4-(diethylamino)phenyl]-4a-hydroxyoctahydroisoquinolin-2(1H)-yl}prop-2-en-1-one
_P5_neg_D2_	CC(=O)N/C(=C/c1ccc2c(c1)OCO2)C(=O)NCc1ccccc1	Propenamide, 2-acetylamino-3-(3,4-methylenedioxyphenyl)-N-benzyl-
_Q4_neg_C7_	O=C(/C=C/c1ccc2c(c1)OCO2)NCc1ccc(Cl)cc1	3-(1,3-benzodioxol-5-yl)-N-(4-chlorobenzyl)acrylamide
_Q2_neg_G7_	O=C(/C=C/c1ccc2c(c1)OCO2)NCCSCc1cccc(Cl)c1	3-(1,3-benzodioxol-5-yl)-N-{2-[(3-chlorobenzyl)thio]ethyl}acrylamide
_Q3_neg_G9_	O=C(/C=C/c1ccc2c(c1)OCO2)N(C(=O)NCc1ccco1)c1ccccc1	(2E)-3-(2H-benzo[d]1,3-dioxolen-5-yl)-N-[N-(2-furylmethyl)carbamoyl]-N-phenylp rop-2-enamide
_Q2_neg_D10_	CCOc1cc(/C=C/C(=O)O)cc(OCC)c1OCC	(2E)-3-(3,4,5-triethoxyphenyl)prop-2-enoic acid
_Q2_neg_A8_	O=C(/C=C/c1ccc(Cl)c(Cl)c1)c1ccc2ccccc2c1O	(2E)-3-(3,4-dichlorophenyl)-1-(1-hydroxynaphthalen-2-yl)prop-2-en-1-one
_Q3_neg_A9_	O=C(O)/C=C/c1ccc(Cl)c(Cl)c1	3,4-Dichlorocinnamic acid
_Q4_neg_C8_	COc1ccc(C2c3[nH]c4ccccc4c3CCN2C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1	(2E)-3-(3,4-dimethoxyphenyl)-1-[1-(4-methoxyphenyl)(1,2,3,4-tetrahydrobeta-car bolin-2-yl)]prop-2-en-1-one
_Q1_neg_G9_	COc1ccc(C2C3CCCCC3(O)CCN2C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1	(2E)-3-(3,4-dimethoxyphenyl)-1-[1-(2,4-dimethoxyphenyl)-4a-hydroxyoctahydroisoquinolin-2(1H)-yl]prop-2-en-1-one
_Q3_neg_C8_	COc1ccc(/C=C/C(=O)Nc2ccc(OC)c(OC)c2)cc1OC	(E)-N,3-bis(3,4-dimethoxyphenyl)prop-2-enamide
_Q1_neg_B7_	COc1ccc(NC(=O)/C=C/c2ccc(OC)c(OC)c2)cc1	(2E)-3-(3,4-dimethoxyphenyl)-N-(4-methoxyphenyl)prop-2-enamide
_Q4_neg_C6_	COc1ccc(/C=C/C(=O)Nc2cccc3ccccc23)cc1OC	(2E)-3-(3,4-dimethoxyphenyl)-N-(naphthalen-1-yl)prop-2-enamide
_P5_neg_H2_	COc1ccc(/C=C/C(=O)O)cc1S(=O)(=O)NCCCO	(E)-3-(3-(N-(3-hydroxypropyl)sulfamoyl)-4-methoxyphenyl)acrylic acid
_P5_neg_E1_	O=C(O)/C=C/c1cccc(NS(=O)(=O)Oc2ccc([N+](=O)[O-])cc2)c1	VABCCOQHQMOIMQ-RUDMXATFSA-N
_Q2_neg_G7_	O=C(O)/C=C/c1ccc(F)c(Br)c1	2-Propenoic acid, 3-(3-bromo-4-fluorophenyl)-
_Q1_neg_B7_	O=C(/C=C/c1cccc(Cl)c1)c1ccc(-c2ccccc2)cc1	YHFXVZDDZVJFAN-NTEUORMPSA-N
_Q3_neg_A8_	O=C(O)/C=C/c1cccc(Cl)c1	FFKGOJWPSXRALK-SNAWJCMRSA-N
_Q4_neg_F5_	O=C(O)/C=C/c1cccc([N+](=O)[O-])c1	WWXMVRYHLZMQIG-SNAWJCMRSA-N
_Q1_neg_B10_	O=C(O)/C=C/c1ccc2c(c1)NC(=O)CO2	ONYVPMSGIUUCOL-DUXPYHPUSA-N
_Q2_neg_D10_	O=C(/C=C/c1ccc(Br)cc1)c1ccccc1O	RBCJPKVEKWAARH-JXMROGBWSA-N
_Q3_neg_E9_	O=C(/C=C/c1ccc(Cl)cc1)N1CCCCC1	UCBCOMZMXLGOSD-RMKNXTFCSA-N
_Q1_neg_F9_	O=C(O)/C=C/c1ccc(Cl)cc1	GXLIFJYFGMHYDY-ZZXKWVIFSA-N
_Q4_neg_D12_	COc1cc(OC)c(C(=O)/C=C/c2ccc(O)cc2)c(OC)c1	ZWNLSRDFHQCTQW-RMKNXTFCSA-N
_Q2_neg_B12_	O=C(O)/C=C/c1ccc(O)cc1	NGSWKAQJJWESNS-ZZXKWVIFSA-N
_Q3_neg_E10_	COc1ccc(/C=C/C(=O)c2cccs2)cc1	VMWUXSVSQGMOLS-RMKNXTFCSA-N
_Q4_neg_G8_	COc1ccc(/C=C/C(=O)N2CCc3c([nH]c4ccccc34)C2c2ccc(OC)cc2)cc1	BSMGAYAONYKFSM-CXUHLZMHSA-N
_Q4_neg_B5_	COc1ccc(/C=C/C(=O)Nc2ccccc2)cc1	XICCSKWKPWAILC-FMIVXFBMSA-N
_P5_neg_H4_	O=C(O)/C=C/c1ccc([N+](=O)[O-])cc1	trans-4-Nitrocinnamic acid
_Q4_neg_D7_	COc1ccc(Br)cc1/C=C/C(=O)O	trans-5-Bromo-2-methoxycinnamic acid
_P5_neg_E5_	O=C(O)/C=C/c1ccccc1OCc1ccccc1	(2E)-3-(2-(benzyloxy)phenyl)prop-2-enoic acid
_Q2_neg_A8_	COc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1CSc1nc2ccccc2[nH]1	(2E)-3-{3-[(1H-benzimidazol-2-ylsulfanyl)methyl]-4-methoxyphenyl}-1-(4-hydroxyphenyl)prop-2-en-1-one
