position	mass	molecular_formula	smiles	selfies	inchi	inchikey	name
_Plate_1_Column_3_	307.083806264	C10H17N3O6S	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O	[N][C@@H1][Branch2][Ring1][Branch2][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][S][C][=Branch1][C][=O][N][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/t5-,6-/m0/s1	RWSXRVCMGQZWBV-WDSKDSINSA-N	Glutathione
_Plate_1_Column_3_	482.984512082	C9H16N3O14P3	Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1	[N][C][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C@@H1][O][C@H1][Branch2][Ring1][O][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O]	InChI=1S/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	PCDQPRRSZKQHHS-XVFCMESISA-N	PCDQPRRSZKQHHS-XVFCMESISA-N
_Plate_1_Column_3_	450.349780712	C31H46O2	CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O	[C][C][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][C@@H1][Branch1][C][C][C][C][C][\C][Branch1][C][C][=C][\C][C][=C][Branch1][C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Ring1][N][=O]	InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3/b25-20+/t23-,24-/m1/s1	MBWXNTAXLNYFJB-NKFFZRIASA-N	Phylloquinone
_Plate_1_Column_3_	125.014664084	C2H7NO3S	NCCS(=O)(=O)O	[N][C][C][S][Branch1][C][O][=Branch1][C][=O][=O]	InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)	XOAAWQZATWQOTB-UHFFFAOYSA-N	Taurine
_Plate_1_Column_3_	324.035866626	C9H13N2O9P	O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	[O][C@H1][C@@H1][Branch1][C][O][C@@H1][Branch1][#C][O][C@@H1][Ring1][=Branch1][C][O][P][Branch1][C][O][Branch1][C][O][=O][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]	InChI=1S/C9H13N2O9P/c12-5-1-2-11(9(15)10-5)8-7(14)6(13)4(20-8)3-19-21(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,10,12,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1	DJJCXFVJDGTHFX-XVFCMESISA-N	Uridine Monophosphate
_Plate_1_Column_3_	181.073893212	C9H11NO3	N[C@@H](Cc1ccc(O)cc1)C(=O)O	[N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][O][=O]	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	OUYCCCASQSFEME-QMMMGPOBSA-N	L-Tyrosine
_Plate_1_Column_3_	185.992939194	C3H7O7P	O=C(O)C(CO)OP(=O)(O)O	[O][C][C][Branch1][#Branch2][O][P][Branch1][C][O][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C3H7O7P/c4-1-2(3(5)6)10-11(7,8)9/h2,4H,1H2,(H,5,6)(H2,7,8,9)	GXIURPTVHJPJLF-UHFFFAOYSA-N	2-Phosphoglyceric Acid
_Plate_1_Column_4_	136.038510748	C5H4N4O	Oc1ncnc2nc[nH]c12	[O][C][=N][C][=N][C][=C][Ring1][=Branch1][N][C][=N][Ring1][Branch1]	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	FDGQSTZJBFJUBT-UHFFFAOYSA-N	Hypoxanthine
_Plate_1_Column_4_	404.219888744	C23H32O6	CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C	[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch2][Ring2][Branch1][C][C][C][C][Ring1][Branch1][Branch2][Ring1][O][C][C][Branch2][Ring1][Branch1][C][C][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][O][C][O]	InChI=1S/C23H32O6/c1-13(24)29-12-19(27)23(28)9-7-17-16-5-4-14-10-15(25)6-8-21(14,2)20(16)18(26)11-22(17,23)3/h10,16-18,20,26,28H,4-9,11-12H2,1-3H3	ALEXXDVDDISNDU-UHFFFAOYSA-N	ALEXXDVDDISNDU-UHFFFAOYSA-N
_Plate_1_Column_4_	175.048072388	C6H9NO5	CC(=O)N[C@@H](CC(=O)O)C(=O)O	[C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	OTCCIMWXFLJLIA-BYPYZUCNSA-N	N-Acetyl-L-Aspartic Acid
_Plate_1_Column_4_	102.031694052	C4H6O3	CCC(=O)C(=O)O	[C][C][C][=Branch1][C][=O][C][Branch1][C][O][=O]	InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)	TYEYBOSBBBHJIV-UHFFFAOYSA-N	2-Oxobutanoic Acid
_Plate_1_Column_4_	115.063328528	C5H9NO2	O=C(O)[C@@H]1CCCN1	[O][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1]	InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1	ONIBWKKTOPOVIA-BYPYZUCNSA-N	L-Proline
_Plate_1_Column_4_	172.013674638	C3H9O6P	O=P(O)(O)OC(CO)CO	[O][C][C][Branch1][Ring1][C][O][O][P][Branch1][C][O][Branch1][C][O][=O]	InChI=1S/C3H9O6P/c4-1-3(2-5)9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)	DHCLVCXQIBBOPH-UHFFFAOYSA-N	beta-Glycerophosphate
_Plate_1_Column_4_	89.047678464	C3H7NO2	NCCC(=O)O	[N][C][C][C][Branch1][C][O][=O]	InChI=1S/C3H7NO2/c4-2-1-3(5)6/h1-2,4H2,(H,5,6)	UCMIRNVEIXFBKS-UHFFFAOYSA-N	Beta-Alanine
_Plate_1_Column_5_	362.20932406	C21H30O5	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@@]2(O)C(=O)CO	[H][C@@][C][C][C@@][Branch1][C][O][Branch1][#Branch1][C][=Branch1][C][=O][C][O][C@@][Ring1][#Branch2][Branch1][C][C][C][C@H1][Branch1][C][O][C@@][Branch1][C][H][C@@][Ring1][P][Branch1][C][H][C][C][C][=C][C][=Branch1][C][=O][C][C][C@][Ring1][=N][Ring1][#Branch1][C]	InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21+/m0/s1	JYGXADMDTFJGBT-CZFMHFDVSA-N	(8S,9S,10R,11S,13S,14S,17S)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one
_Plate_1_Column_5_	150.016437912	C4H6O6	O=C(O)[C@@H](O)[C@H](O)C(=O)O	[O][C@@H1][Branch1][#Branch2][C@H1][Branch1][C][O][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)/t1-,2-/m0/s1	FEWJPZIEWOKRBE-LWMBPPNESA-N	D-Tartaric acid
_Plate_1_Column_5_	124.052429496	C7H8O2	COc1ccccc1O	[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O]	InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	LHGVFZTZFXWLCP-UHFFFAOYSA-N	LHGVFZTZFXWLCP-UHFFFAOYSA-N
_Plate_1_Column_5_	224.1412445	C13H20O3	CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)OC	[C][C][\C][=C][/C][C@@H1][C@@H1][Branch1][Branch2][C][C][=Branch1][C][=O][O][C][C][C][C][Ring1][#Branch2][=O]	InChI=1S/C13H20O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h4-5,10-11H,3,6-9H2,1-2H3/b5-4-/t10-,11-/m1/s1	GEWDNTWNSAZUDX-WQMVXFAESA-N	GEWDNTWNSAZUDX-WQMVXFAESA-N
_Plate_1_Column_5_	119.058243148	C4H9NO3	C[C@@H](O)[C@H](N)C(=O)O	[C][C@@H1][Branch1][C][O][C@H1][Branch1][C][N][C][Branch1][C][O][=O]	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	AYFVYJQAPQTCCC-GBXIJSLDSA-N	L-Threonine
_Plate_1_Column_5_	536.438201792	C40H56	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1	[C][\C][Branch2][Ring1][=Branch2][\C][=C][\C][=C][Branch1][C][/C][\C][=C][\C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C][=C][/C][=C][/C][=C][Branch1][C][\C][/C][=C][/C][=C][Branch1][C][\C][/C][=C][/C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C]	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+	OENHQHLEOONYIE-JLTXGRSLSA-N	OENHQHLEOONYIE-JLTXGRSLSA-N
_Plate_1_Column_5_	117.078978592	C5H11NO2	CC(C)[C@H](N)C(=O)O	[C][C][Branch1][C][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O]	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	KZSNJWFQEVHDMF-BYPYZUCNSA-N	KZSNJWFQEVHDMF-BYPYZUCNSA-N
_Plate_1_Column_6_	166.031317192	C6H6N4S	CSc1ncnc2nc[nH]c12	[C][S][C][=N][C][=N][C][=C][Ring1][=Branch1][N][C][=N][Ring1][Branch1]	InChI=1S/C6H6N4S/c1-11-6-4-5(8-2-7-4)9-3-10-6/h2-3H,1H3,(H,7,8,9,10)	UIJIQXGRFSPYQW-UHFFFAOYSA-N	6-Methylmercaptopurine
_Plate_1_Column_6_	147.053157768	C5H9NO4	CC(=O)N[C@@H](CO)C(=O)O	[C][C][=Branch1][C][=O][N][C@@H1][Branch1][Ring1][C][O][C][Branch1][C][O][=O]	InChI=1S/C5H9NO4/c1-3(8)6-4(2-7)5(9)10/h4,7H,2H2,1H3,(H,6,8)(H,9,10)/t4-/m0/s1	JJIHLJJYMXLCOY-BYPYZUCNSA-N	JJIHLJJYMXLCOY-BYPYZUCNSA-N
_Plate_1_Column_6_	179.094628656	C10H13NO2	C[C@@H]1NCCc2cc(O)c(O)cc21	[H][C@@][Branch1][C][C][N][C][C][C][=C][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][=N][Ring1][Branch2]	InChI=1S/C10H13NO2/c1-6-8-5-10(13)9(12)4-7(8)2-3-11-6/h4-6,11-13H,2-3H2,1H3/t6-/m0/s1	IBRKLUSXDYATLG-LURJTMIESA-N	IBRKLUSXDYATLG-LURJTMIESA-N
_Plate_1_Column_6_	76.009519128	CH4N2S	NC(N)=S	[N][C][Branch1][C][N][=S]	InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)	UMGDCJDMYOKAJW-UHFFFAOYSA-N	UMGDCJDMYOKAJW-UHFFFAOYSA-N
_Plate_1_Column_6_	178.04773804	C6H10O6	O=C1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	[O][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O]	InChI=1S/C6H10O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-5,7-10H,1H2/t2-,3-,4+,5-/m1/s1	PHOQVHQSTUBQQK-SQOUGZDYSA-N	PHOQVHQSTUBQQK-SQOUGZDYSA-N
_Plate_1_Column_6_	467.97361305	C9H15N2O14P3	O=c1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]1	[O][C@H1][C][C@@H1][Branch2][Ring1][#C][O][C@@H1][Ring1][Branch1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][N][C][=C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]	InChI=1S/C9H15N2O14P3/c12-5-3-8(11-2-1-7(13)10-9(11)14)23-6(5)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,18,19)(H,20,21)(H,10,13,14)(H2,15,16,17)/t5-,6+,8+/m0/s1	AHCYMLUZIRLXAA-SHYZEUOFSA-N	Deoxyuridine Triphosphate
_Plate_1_Column_6_	443.02432956	C10H15N5O11P2	Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1	[N][C][=N][C][=C][Branch2][Ring2][=Branch1][N][=C][N][Ring1][Branch1][C@@H1][O][C@H1][Branch2][Ring1][Ring1][C][O][P][Branch1][C][O][=Branch1][C][=O][O][P][Branch1][C][O][Branch1][C][O][=O][C@@H1][Branch1][C][O][C@H1][Ring1][S][O][C][=Branch1][C][=O][N][Ring2][Ring1][O]	InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1	QGWNDRXFNXRZMB-UUOKFMHZSA-N	Guanosine Diphosphate
_Plate_1_Column_7_	120.043596128	C5H4N4	c1ncc2[nH]cnc2n1	[N][C][=N][C][=C][Ring1][Branch1][C][=N][C][=N][Ring1][=Branch1]	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	KDCGOANMDULRCW-UHFFFAOYSA-N	Purine
_Plate_1_Column_7_	123.0320284	C6H5NO2	O=C(O)c1cccnc1	[O][C][=Branch1][C][=O][C][=C][N][=C][C][=C][Ring1][=Branch1]	InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)	PVNIIMVLHYAWGP-UHFFFAOYSA-N	Nicotinic Acid
_Plate_1_Column_7_	222.067427928	C7H14N2O4S	N[C@@H](CCSC[C@H](N)C(=O)O)C(=O)O	[N][C@@H1][Branch1][=C][C][C][S][C][C@H1][Branch1][C][N][C][Branch1][C][O][=O][C][Branch1][C][O][=O]	InChI=1S/C7H14N2O4S/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)/t4-,5-/m0/s1	ILRYLPWNYFXEMH-WHFBIAKZSA-N	L-Cystathionine
_Plate_1_Column_7_	243.085520516	C9H13N3O5	Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1	[N][C][=N][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C@@H1][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][Branch2][O]	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1	UHDGCWIWMRVCDJ-XVFCMESISA-N	Cytidine
_Plate_1_Column_7_	122.0579088	C4H10O4	OC[C@@H](O)[C@@H](O)CO	[O][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O]	InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+	UNXHWFMMPAWVPI-ZXZARUISSA-N	Erythritol
_Plate_1_Column_7_	117.057849224	C8H7N	c1ccc2[nH]ccc2c1	[N][C][=C][C][=C][Ring1][Branch1][C][=C][C][=C][Ring1][=Branch1]	InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H	SIKJAQJRHWYJAI-UHFFFAOYSA-N	SIKJAQJRHWYJAI-UHFFFAOYSA-N
_Plate_1_Column_7_	182.0579088	C9H10O4	O=C(O)C(O)Cc1ccc(O)cc1	[O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][O][=O]	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	JVGVDSSUAVXRDY-UHFFFAOYSA-N	(+-)-3-(4-Hydroxyphenyl)lactic acid
_Plate_1_Column_8_	221.0899372	C8H15NO6	CC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O	[H][C@@][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][O][N][C][Branch1][C][C][=O]	InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5+,6-,7-,8-/m1/s1	OVRNDRQMDRJTHS-OZRXBMAMSA-N	OVRNDRQMDRJTHS-OZRXBMAMSA-N
_Plate_1_Column_8_	268.080769484	C10H12N4O5	O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	[O][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Ring1][Branch1][N][=C][N][C][Ring1][=Branch1][=O]	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1	UGQMRVRMYYASKQ-KQYNXXCUSA-N	UGQMRVRMYYASKQ-KQYNXXCUSA-N
_Plate_1_Column_8_	72.021129368	C3H4O2	CC(=O)C=O	[C][C][=Branch1][C][=O][C][=O]	InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3	AIJULSRZWUXGPQ-UHFFFAOYSA-N	Methylglyoxal
